"","sub_pid","client_property_id","account","actions_de","actions_en","costs","sqm","rental_units","year_construction","year_last_renovation","roof","windows","face_of_building","heating","main_type_of_use","vacancy_rate"
"1906","49_02","3196","5270","Schlösser / Schlüssel","locks/keys",284.01,4217,71,1968,1995,NA,NA,NA,"district heating","residential",10
"1907","49_02","3196","5280","Malerarbeiten","painting and decorating",2563.69,4217,71,1968,1995,NA,NA,NA,"district heating","residential",10
"1908","49_02","3196","5290","Fußbodenarbeiten","floor",125,4217,71,1968,1995,NA,NA,NA,"district heating","residential",10
"1909","49_02","3196","5300","Fenster / Glaserarbeiten","windows",389.38,4217,71,1968,1995,NA,NA,NA,"district heating","residential",10
"1910","49_02","3196","5310","Elektroarbeiten","electrics",2190.83,4217,71,1968,1995,NA,NA,NA,"district heating","residential",10
"1911","49_02","3196","5340","Außenanlagen","outdoor facilities",636.13,4217,71,1968,1995,NA,NA,NA,"district heating","residential",10
"1912","49_02","3196","5350","Klingeln","doorbells",861.23,4217,71,1968,1995,NA,NA,NA,"district heating","residential",10
"1913","49_02","3196","5360","Heizkörper / WMZ","heating elements",169.9,4217,71,1968,1995,NA,NA,NA,"district heating","residential",10
"1914","49_02","3196","5380","Sonstiges","other",250,4217,71,1968,1995,NA,NA,NA,"district heating","residential",10
"1915","49_02","3196","5390","Sperrmüll-Inst.","bulky waste",105,4217,71,1968,1995,NA,NA,NA,"district heating","residential",10
"1916","49_02","3196","5400","Lüftungsanlagen","ventilation plants",953.91,4217,71,1968,1995,NA,NA,NA,"district heating","residential",10
"1917","49_02","3196","5410","Heizungsanlagen","heating system",5309.7,4217,71,1968,1995,NA,NA,NA,"district heating","residential",10
"1918","49_02","3196","5460","nicht umlegb. Reinigung","cleaning",35,4217,71,1968,1995,NA,NA,NA,"district heating","residential",10
"1919","49_02","3196","5600","Nicht umlegb. HM-Kosten","not addable costs",5797.51,4217,71,1968,1995,NA,NA,NA,"district heating","residential",10
"1920","49_02","3196","5700","Capex Innen (Mod.innerh.d.Wohnung)","modernization apartment",25310.8,4217,71,1968,1995,NA,NA,NA,"district heating","residential",10
"1921","49_02","3197","5200","Instandhaltungskosten","maintenance",461.05,3636,61,1968,1995,NA,NA,NA,"district heating","residential",21
"1922","49_02","3197","5201","Strom / Gas Leerstand","power/gas (vacancy)",2038.91,3636,61,1968,1995,NA,NA,NA,"district heating","residential",21
"1923","49_02","3197","5220","Maurer, Putz, Fliesenarb.","brick layer, finary, tiles",1647.64,3636,61,1968,1995,NA,NA,NA,"district heating","residential",21
"1924","49_02","3197","5230","Fassaden","face of a building",853.78,3636,61,1968,1995,NA,NA,NA,"district heating","residential",21
"1925","49_02","3197","5240","Zimmererarb./Holzschutz","carpenter work",141.01,3636,61,1968,1995,NA,NA,NA,"district heating","residential",21
"1926","49_02","3197","5250","Sanitärinstallation","sanitary installation",8328.27,3636,61,1968,1995,NA,NA,NA,"district heating","residential",21
"1927","49_02","3197","5255","Betonarbeiten","concrete work",90,3636,61,1968,1995,NA,NA,NA,"district heating","residential",21
"1928","49_02","3197","5260","Zargen / Türen","doors",761.82,3636,61,1968,1995,NA,NA,NA,"district heating","residential",21
"1929","49_02","3197","5270","Schlösser / Schlüssel","locks/keys",476.32,3636,61,1968,1995,NA,NA,NA,"district heating","residential",21
"1930","49_02","3197","5280","Malerarbeiten","painting and decorating",14536.47,3636,61,1968,1995,NA,NA,NA,"district heating","residential",21
"1931","49_02","3197","5290","Fußbodenarbeiten","floor",50.42,3636,61,1968,1995,NA,NA,NA,"district heating","residential",21
"1932","49_02","3197","5300","Fenster / Glaserarbeiten","windows",388.25,3636,61,1968,1995,NA,NA,NA,"district heating","residential",21
"1933","49_02","3197","5310","Elektroarbeiten","electrics",1990.11,3636,61,1968,1995,NA,NA,NA,"district heating","residential",21
"1934","49_02","3197","5320","Feuerlöscher","fire-extinguisher",52.96,3636,61,1968,1995,NA,NA,NA,"district heating","residential",21
"1935","49_02","3197","5340","Außenanlagen","outdoor facilities",2181.8,3636,61,1968,1995,NA,NA,NA,"district heating","residential",21
"1936","49_02","3197","5350","Klingeln","doorbells",335.54,3636,61,1968,1995,NA,NA,NA,"district heating","residential",21
"1937","49_02","3197","5360","Heizkörper / WMZ","heating elements",301.8,3636,61,1968,1995,NA,NA,NA,"district heating","residential",21
"1938","49_02","3197","5380","Sonstiges","other",218.5,3636,61,1968,1995,NA,NA,NA,"district heating","residential",21
"1939","49_02","3197","5400","Lüftungsanlagen","ventilation plants",1154.66,3636,61,1968,1995,NA,NA,NA,"district heating","residential",21
"1940","49_02","3197","5410","Heizungsanlagen","heating system",4919.53,3636,61,1968,1995,NA,NA,NA,"district heating","residential",21
"1941","49_02","3197","5420","Schädlingsbekämpfg.-Inst.","crop spraying",53.66,3636,61,1968,1995,NA,NA,NA,"district heating","residential",21
"1942","49_02","3197","5440","Kabel-TV","cable tv",424.59,3636,61,1968,1995,NA,NA,NA,"district heating","residential",21
"1943","49_02","3197","5450","Dachdecker","slater",2145.76,3636,61,1968,1995,NA,NA,NA,"district heating","residential",21
"1944","49_02","3197","5460","nicht umlegb. Reinigung","cleaning",800.38,3636,61,1968,1995,NA,NA,NA,"district heating","residential",21
"1945","49_02","3197","5480","Arbeitsmittel HM/Handw."," work equipment caretaker/builder",35,3636,61,1968,1995,NA,NA,NA,"district heating","residential",21
"1946","49_02","3197","5500","Capex Aussen (Mod.ausserh.d.Wohnung)","modernization outside",60504.2,3636,61,1968,1995,NA,NA,NA,"district heating","residential",21
"1947","49_02","3197","5600","Nicht umlegb. HM-Kosten","not addable costs",5103.61,3636,61,1968,1995,NA,NA,NA,"district heating","residential",21
"1948","49_02","3197","5700","Capex Innen (Mod.innerh.d.Wohnung)","modernization apartment",16923.74,3636,61,1968,1995,NA,NA,NA,"district heating","residential",21
"1949","49_02","3198","5200","Instandhaltungskosten","maintenance",1544.52,4225,71,1968,1995,NA,NA,NA,"district heating","residential",20
"1950","49_02","3198","5201","Strom / Gas Leerstand","power/gas (vacancy)",3388.82,4225,71,1968,1995,NA,NA,NA,"district heating","residential",20
"1951","49_02","3198","5220","Maurer, Putz, Fliesenarb.","brick layer, finary, tiles",1679.01,4225,71,1968,1995,NA,NA,NA,"district heating","residential",20
"1952","49_02","3198","5250","Sanitärinstallation","sanitary installation",7242.42,4225,71,1968,1995,NA,NA,NA,"district heating","residential",20
"1953","49_02","3198","5260","Zargen / Türen","doors",2172.66,4225,71,1968,1995,NA,NA,NA,"district heating","residential",20
"1954","49_02","3198","5270","Schlösser / Schlüssel","locks/keys",355.29,4225,71,1968,1995,NA,NA,NA,"district heating","residential",20
"1955","49_02","3198","5280","Malerarbeiten","painting and decorating",9482.94,4225,71,1968,1995,NA,NA,NA,"district heating","residential",20
"1956","49_02","3198","5290","Fußbodenarbeiten","floor",115,4225,71,1968,1995,NA,NA,NA,"district heating","residential",20
"1957","49_02","3198","5300","Fenster / Glaserarbeiten","windows",451.18,4225,71,1968,1995,NA,NA,NA,"district heating","residential",20
"1958","49_02","3198","5310","Elektroarbeiten","electrics",1426.58,4225,71,1968,1995,NA,NA,NA,"district heating","residential",20
"1959","49_02","3198","5340","Außenanlagen","outdoor facilities",398.26,4225,71,1968,1995,NA,NA,NA,"district heating","residential",20
"1960","49_02","3198","5350","Klingeln","doorbells",24,4225,71,1968,1995,NA,NA,NA,"district heating","residential",20
"1961","49_02","3198","5360","Heizkörper / WMZ","heating elements",1057.29,4225,71,1968,1995,NA,NA,NA,"district heating","residential",20
"1962","49_02","3198","5370","Notöffnungen","emergency exit",84.8,4225,71,1968,1995,NA,NA,NA,"district heating","residential",20
"1963","49_02","3198","5380","Sonstiges","other",1151.16,4225,71,1968,1995,NA,NA,NA,"district heating","residential",20
"1964","49_02","3198","5390","Sperrmüll-Inst.","bulky waste",30,4225,71,1968,1995,NA,NA,NA,"district heating","residential",20
"1965","49_02","3198","5400","Lüftungsanlagen","ventilation plants",466.35,4225,71,1968,1995,NA,NA,NA,"district heating","residential",20
"1966","49_02","3198","5410","Heizungsanlagen","heating system",5260.46,4225,71,1968,1995,NA,NA,NA,"district heating","residential",20
"1967","49_02","3198","5420","Schädlingsbekämpfg.-Inst.","crop spraying",376.29,4225,71,1968,1995,NA,NA,NA,"district heating","residential",20
"1968","49_02","3198","5450","Dachdecker","slater",289.38,4225,71,1968,1995,NA,NA,NA,"district heating","residential",20
"1969","49_02","3198","5460","nicht umlegb. Reinigung","cleaning",305.87,4225,71,1968,1995,NA,NA,NA,"district heating","residential",20
"1970","49_02","3198","5500","Capex Aussen (Mod.ausserh.d.Wohnung)","modernization outside",1554.62,4225,71,1968,1995,NA,NA,NA,"district heating","residential",20
"1971","49_02","3198","5600","Nicht umlegb. HM-Kosten","not addable costs",5703.74,4225,71,1968,1995,NA,NA,NA,"district heating","residential",20
"1972","49_02","3199","5200","Instandhaltungskosten","maintenance",1714.67,3633,61,1968,1995,NA,NA,NA,"district heating","residential",14
"1973","49_02","3199","5201","Strom / Gas Leerstand","power/gas (vacancy)",2377.68,3633,61,1968,1995,NA,NA,NA,"district heating","residential",14
"1974","49_02","3199","5220","Maurer, Putz, Fliesenarb.","brick layer, finary, tiles",878.39,3633,61,1968,1995,NA,NA,NA,"district heating","residential",14
"1975","49_02","3199","5240","Zimmererarb./Holzschutz","carpenter work",85.8,3633,61,1968,1995,NA,NA,NA,"district heating","residential",14
"1976","49_02","3199","5250","Sanitärinstallation","sanitary installation",7176.59,3633,61,1968,1995,NA,NA,NA,"district heating","residential",14
"1977","49_02","3199","5260","Zargen / Türen","doors",1030.11,3633,61,1968,1995,NA,NA,NA,"district heating","residential",14
"1978","49_02","3199","5270","Schlösser / Schlüssel","locks/keys",787.19,3633,61,1968,1995,NA,NA,NA,"district heating","residential",14
"1979","49_02","3199","5280","Malerarbeiten","painting and decorating",1005.46,3633,61,1968,1995,NA,NA,NA,"district heating","residential",14
"1980","49_02","3199","5290","Fußbodenarbeiten","floor",164.42,3633,61,1968,1995,NA,NA,NA,"district heating","residential",14
"1981","49_02","3199","5300","Fenster / Glaserarbeiten","windows",390,3633,61,1968,1995,NA,NA,NA,"district heating","residential",14
"1982","49_02","3199","5310","Elektroarbeiten","electrics",1200.17,3633,61,1968,1995,NA,NA,NA,"district heating","residential",14
"1983","49_02","3199","5340","Außenanlagen","outdoor facilities",437.01,3633,61,1968,1995,NA,NA,NA,"district heating","residential",14
"1984","49_02","3199","5350","Klingeln","doorbells",90.6,3633,61,1968,1995,NA,NA,NA,"district heating","residential",14
"1985","49_02","3199","5360","Heizkörper / WMZ","heating elements",737.4,3633,61,1968,1995,NA,NA,NA,"district heating","residential",14
"1986","49_02","3199","5380","Sonstiges","other",68,3633,61,1968,1995,NA,NA,NA,"district heating","residential",14
"1987","49_02","3199","5390","Sperrmüll-Inst.","bulky waste",427.9,3633,61,1968,1995,NA,NA,NA,"district heating","residential",14
"1988","49_02","3199","5400","Lüftungsanlagen","ventilation plants",951.45,3633,61,1968,1995,NA,NA,NA,"district heating","residential",14
"1989","49_02","3199","5410","Heizungsanlagen","heating system",4546.73,3633,61,1968,1995,NA,NA,NA,"district heating","residential",14
"1990","49_02","3199","5420","Schädlingsbekämpfg.-Inst.","crop spraying",609.13,3633,61,1968,1995,NA,NA,NA,"district heating","residential",14
"1991","49_02","3199","5450","Dachdecker","slater",150,3633,61,1968,1995,NA,NA,NA,"district heating","residential",14
"1992","49_02","3199","5460","nicht umlegb. Reinigung","cleaning",50,3633,61,1968,1995,NA,NA,NA,"district heating","residential",14
"1993","49_02","3199","5600","Nicht umlegb. HM-Kosten","not addable costs",4994.1,3633,61,1968,1995,NA,NA,NA,"district heating","residential",14
"1994","49_02","3199","5700","Capex Innen (Mod.innerh.d.Wohnung)","modernization apartment",17672.36,3633,61,1968,1995,NA,NA,NA,"district heating","residential",14
"1995","49_02","3200","5200","Instandhaltungskosten","maintenance",1602.5,8927,150,1968,1996,NA,NA,NA,"district heating","residential",3
"1996","49_02","3200","5201","Strom / Gas Leerstand","power/gas (vacancy)",933.98,8927,150,1968,1996,NA,NA,NA,"district heating","residential",3
"1997","49_02","3200","5205","Eigenleistungen Mieter","in-house effort tenant",104.16,8927,150,1968,1996,NA,NA,NA,"district heating","residential",3
"1998","49_02","3200","5210","Schlosserarbeiten","locksmith",446.5,8927,150,1968,1996,NA,NA,NA,"district heating","residential",3
"1999","49_02","3200","5220","Maurer, Putz, Fliesenarb.","brick layer, finary, tiles",2701.26,8927,150,1968,1996,NA,NA,NA,"district heating","residential",3
"2000","49_02","3200","5240","Zimmererarb./Holzschutz","carpenter work",28.6,8927,150,1968,1996,NA,NA,NA,"district heating","residential",3
"2001","49_02","3200","5250","Sanitärinstallation","sanitary installation",9932.29,8927,150,1968,1996,NA,NA,NA,"district heating","residential",3
"2002","49_02","3200","5260","Zargen / Türen","doors",1445.51,8927,150,1968,1996,NA,NA,NA,"district heating","residential",3
"2003","49_02","3200","5270","Schlösser / Schlüssel","locks/keys",715.99,8927,150,1968,1996,NA,NA,NA,"district heating","residential",3
"2004","49_02","3200","5280","Malerarbeiten","painting and decorating",1134.28,8927,150,1968,1996,NA,NA,NA,"district heating","residential",3
"2005","49_02","3200","5290","Fußbodenarbeiten","floor",333.44,8927,150,1968,1996,NA,NA,NA,"district heating","residential",3
"2006","49_02","3200","5300","Fenster / Glaserarbeiten","windows",638.8,8927,150,1968,1996,NA,NA,NA,"district heating","residential",3
"2007","49_02","3200","5310","Elektroarbeiten","electrics",3213.29,8927,150,1968,1996,NA,NA,NA,"district heating","residential",3
"2008","49_02","3200","5340","Außenanlagen","outdoor facilities",2105.2,8927,150,1968,1996,NA,NA,NA,"district heating","residential",3
"2009","49_02","3200","5350","Klingeln","doorbells",173.24,8927,150,1968,1996,NA,NA,NA,"district heating","residential",3
"2010","49_02","3200","5360","Heizkörper / WMZ","heating elements",340.91,8927,150,1968,1996,NA,NA,NA,"district heating","residential",3
"2011","49_02","3200","5380","Sonstiges","other",332.48,8927,150,1968,1996,NA,NA,NA,"district heating","residential",3
"2012","49_02","3200","5390","Sperrmüll-Inst.","bulky waste",49.6,8927,150,1968,1996,NA,NA,NA,"district heating","residential",3
"2013","49_02","3200","5400","Lüftungsanlagen","ventilation plants",1037.49,8927,150,1968,1996,NA,NA,NA,"district heating","residential",3
"2014","49_02","3200","5410","Heizungsanlagen","heating system",9614.92,8927,150,1968,1996,NA,NA,NA,"district heating","residential",3
"2015","49_02","3200","5420","Schädlingsbekämpfg.-Inst.","crop spraying",404.79,8927,150,1968,1996,NA,NA,NA,"district heating","residential",3
"2016","49_02","3200","5450","Dachdecker","slater",597.3,8927,150,1968,1996,NA,NA,NA,"district heating","residential",3
"2017","49_02","3200","5460","nicht umlegb. Reinigung","cleaning",125,8927,150,1968,1996,NA,NA,NA,"district heating","residential",3
"2018","49_02","3200","5600","Nicht umlegb. HM-Kosten","not addable costs",12276.45,8927,150,1968,1996,NA,NA,NA,"district heating","residential",3
"2019","49_02","3200","5700","Capex Innen (Mod.innerh.d.Wohnung)","modernization apartment",16756.69,8927,150,1968,1996,NA,NA,NA,"district heating","residential",3
"2020","49_02","3201","5200","Instandhaltungskosten","maintenance",2293.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021","49_02","3201","5201","Strom / Gas Leerstand","power/gas (vacancy)",2920.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","49_02","3201","5205","Eigenleistungen Mieter","in-house effort tenant",97.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2023","49_02","3201","5220","Maurer, Putz, Fliesenarb.","brick layer, finary, tiles",2228.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2024","49_02","3201","5250","Sanitärinstallation","sanitary installation",4800.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2025","49_02","3201","5255","Betonarbeiten","concrete work",300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2026","49_02","3201","5260","Zargen / Türen","doors",1390.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2027","49_02","3201","5270","Schlösser / Schlüssel","locks/keys",581.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
